tahun,nama_provinsi,nama_kabupaten_kota,nama_kecamatan,nama_kelurahan,usia,jenis_kelamin,jumlah_penduduk
2021,DKI Jakarta,JAKARTA PUSAT,SAWAH BESAR,KARANG ANYAR,40-44,Laki-laki,1363
2021,DKI Jakarta,JAKARTA PUSAT,SAWAH BESAR,KARANG ANYAR,45-49,Laki-laki,1268
2021,DKI Jakarta,JAKARTA PUSAT,SAWAH BESAR,KARANG ANYAR,50-54,Laki-laki,1138
2021,DKI Jakarta,JAKARTA PUSAT,SAWAH BESAR,KARANG ANYAR,55-59,Laki-laki,940
2021,DKI Jakarta,JAKARTA PUSAT,SAWAH BESAR,KARANG ANYAR,60-64,Laki-laki,686
2021,DKI Jakarta,JAKARTA PUSAT,SAWAH BESAR,KARANG ANYAR,65-69,Laki-laki,462
2021,DKI Jakarta,JAKARTA PUSAT,SAWAH BESAR,KARANG ANYAR,70-74,Laki-laki,254
2021,DKI Jakarta,JAKARTA PUSAT,SAWAH BESAR,KARANG ANYAR,75+,Laki-laki,266
2021,DKI Jakarta,JAKARTA PUSAT,SAWAH BESAR,KARTINI,00-04,Laki-laki,749
2021,DKI Jakarta,JAKARTA PUSAT,SAWAH BESAR,KARTINI,05-09,Laki-laki,976
2021,DKI Jakarta,JAKARTA PUSAT,SAWAH BESAR,KARTINI,01-10,Laki-laki,975
2021,DKI Jakarta,JAKARTA PUSAT,SAWAH BESAR,KARTINI,15-19,Laki-laki,983
2021,DKI Jakarta,JAKARTA PUSAT,SAWAH BESAR,KARTINI,20-24,Laki-laki,1096
2021,DKI Jakarta,JAKARTA PUSAT,SAWAH BESAR,KARTINI,25-29,Laki-laki,999
2021,DKI Jakarta,JAKARTA PUSAT,SAWAH BESAR,KARTINI,30-34,Laki-laki,975
2021,DKI Jakarta,JAKARTA PUSAT,SAWAH BESAR,KARTINI,35-39,Laki-laki,1116
2021,DKI Jakarta,JAKARTA PUSAT,SAWAH BESAR,KARTINI,40-44,Laki-laki,1131
2021,DKI Jakarta,JAKARTA PUSAT,SAWAH BESAR,KARTINI,45-49,Laki-laki,1014
2021,DKI Jakarta,JAKARTA PUSAT,SAWAH BESAR,KARTINI,50-54,Laki-laki,969
2021,DKI Jakarta,JAKARTA PUSAT,SAWAH BESAR,KARTINI,55-59,Laki-laki,841
2021,DKI Jakarta,JAKARTA PUSAT,SAWAH BESAR,KARTINI,60-64,Laki-laki,664
2021,DKI Jakarta,JAKARTA PUSAT,SAWAH BESAR,KARTINI,65-69,Laki-laki,458
2021,DKI Jakarta,JAKARTA PUSAT,SAWAH BESAR,KARTINI,70-74,Laki-laki,288
2021,DKI Jakarta,JAKARTA PUSAT,SAWAH BESAR,KARTINI,75+,Laki-laki,235
2021,DKI Jakarta,JAKARTA PUSAT,SAWAH BESAR,GUNUNG SAHARI UTARA,00-04,Laki-laki,532
2021,DKI Jakarta,JAKARTA PUSAT,SAWAH BESAR,GUNUNG SAHARI UTARA,05-09,Laki-laki,682
2021,DKI Jakarta,JAKARTA PUSAT,SAWAH BESAR,GUNUNG SAHARI UTARA,01-10,Laki-laki,729
2021,DKI Jakarta,JAKARTA PUSAT,SAWAH BESAR,GUNUNG SAHARI UTARA,15-19,Laki-laki,763
2021,DKI Jakarta,JAKARTA PUSAT,SAWAH BESAR,GUNUNG SAHARI UTARA,20-24,Laki-laki,776
2021,DKI Jakarta,JAKARTA PUSAT,SAWAH BESAR,GUNUNG SAHARI UTARA,25-29,Laki-laki,749
2021,DKI Jakarta,JAKARTA PUSAT,SAWAH BESAR,GUNUNG SAHARI UTARA,30-34,Laki-laki,686
2021,DKI Jakarta,JAKARTA PUSAT,SAWAH BESAR,GUNUNG SAHARI UTARA,35-39,Laki-laki,773
2021,DKI Jakarta,JAKARTA PUSAT,SAWAH BESAR,GUNUNG SAHARI UTARA,40-44,Laki-laki,718
2021,DKI Jakarta,JAKARTA PUSAT,SAWAH BESAR,GUNUNG SAHARI UTARA,45-49,Laki-laki,773
2021,DKI Jakarta,JAKARTA PUSAT,SAWAH BESAR,GUNUNG SAHARI UTARA,50-54,Laki-laki,732
2021,DKI Jakarta,JAKARTA PUSAT,SAWAH BESAR,GUNUNG SAHARI UTARA,55-59,Laki-laki,659
2021,DKI Jakarta,JAKARTA PUSAT,SAWAH BESAR,GUNUNG SAHARI UTARA,60-64,Laki-laki,558
2021,DKI Jakarta,JAKARTA PUSAT,SAWAH BESAR,GUNUNG SAHARI UTARA,65-69,Laki-laki,312
2021,DKI Jakarta,JAKARTA PUSAT,SAWAH BESAR,GUNUNG SAHARI UTARA,70-74,Laki-laki,240
2021,DKI Jakarta,JAKARTA PUSAT,SAWAH BESAR,GUNUNG SAHARI UTARA,75+,Laki-laki,239
2021,DKI Jakarta,JAKARTA PUSAT,SAWAH BESAR,MANGGA DUA SELATAN,00-04,Laki-laki,1204
2021,DKI Jakarta,JAKARTA PUSAT,SAWAH BESAR,MANGGA DUA SELATAN,05-09,Laki-laki,1438
2021,DKI Jakarta,JAKARTA PUSAT,SAWAH BESAR,MANGGA DUA SELATAN,01-10,Laki-laki,1373
2021,DKI Jakarta,JAKARTA PUSAT,SAWAH BESAR,MANGGA DUA SELATAN,15-19,Laki-laki,1281
2021,DKI Jakarta,JAKARTA PUSAT,SAWAH BESAR,MANGGA DUA SELATAN,20-24,Laki-laki,1302
2021,DKI Jakarta,JAKARTA PUSAT,SAWAH BESAR,MANGGA DUA SELATAN,25-29,Laki-laki,1338
2021,DKI Jakarta,JAKARTA PUSAT,SAWAH BESAR,MANGGA DUA SELATAN,30-34,Laki-laki,1329
2021,DKI Jakarta,JAKARTA PUSAT,SAWAH BESAR,MANGGA DUA SELATAN,35-39,Laki-laki,1698
2021,DKI Jakarta,JAKARTA PUSAT,SAWAH BESAR,MANGGA DUA SELATAN,40-44,Laki-laki,1595
2021,DKI Jakarta,JAKARTA PUSAT,SAWAH BESAR,MANGGA DUA SELATAN,45-49,Laki-laki,1463
2021,DKI Jakarta,JAKARTA PUSAT,SAWAH BESAR,MANGGA DUA SELATAN,50-54,Laki-laki,1237
2021,DKI Jakarta,JAKARTA PUSAT,SAWAH BESAR,MANGGA DUA SELATAN,55-59,Laki-laki,1049
2021,DKI Jakarta,JAKARTA PUSAT,SAWAH BESAR,MANGGA DUA SELATAN,60-64,Laki-laki,765
2021,DKI Jakarta,JAKARTA PUSAT,SAWAH BESAR,MANGGA DUA SELATAN,65-69,Laki-laki,514
2021,DKI Jakarta,JAKARTA PUSAT,SAWAH BESAR,MANGGA DUA SELATAN,70-74,Laki-laki,278
2021,DKI Jakarta,JAKARTA PUSAT,SAWAH BESAR,MANGGA DUA SELATAN,75+,Laki-laki,252
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,KEMAYORAN,00-04,Laki-laki,882
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,KEMAYORAN,05-09,Laki-laki,1041
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,KEMAYORAN,01-10,Laki-laki,1078
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,KEMAYORAN,15-19,Laki-laki,991
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,KEMAYORAN,20-24,Laki-laki,992
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,KEMAYORAN,25-29,Laki-laki,968
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,KEMAYORAN,30-34,Laki-laki,991
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,KEMAYORAN,35-39,Laki-laki,1147
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,KEMAYORAN,40-44,Laki-laki,1128
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,KEMAYORAN,45-49,Laki-laki,934
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,KEMAYORAN,50-54,Laki-laki,881
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,KEMAYORAN,55-59,Laki-laki,781
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,KEMAYORAN,60-64,Laki-laki,554
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,KEMAYORAN,65-69,Laki-laki,372
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,KEMAYORAN,70-74,Laki-laki,226
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,KEMAYORAN,75+,Laki-laki,192
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,KEBON KOSONG,00-04,Laki-laki,1376
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,KEBON KOSONG,05-09,Laki-laki,1641
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,KEBON KOSONG,01-10,Laki-laki,1666
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,KEBON KOSONG,15-19,Laki-laki,1625
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,KEBON KOSONG,20-24,Laki-laki,1538
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,KEBON KOSONG,25-29,Laki-laki,1350
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,KEBON KOSONG,30-34,Laki-laki,1366
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,KEBON KOSONG,35-39,Laki-laki,1625
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,KEBON KOSONG,40-44,Laki-laki,1534
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,KEBON KOSONG,45-49,Laki-laki,1495
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,KEBON KOSONG,50-54,Laki-laki,1321
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,KEBON KOSONG,55-59,Laki-laki,957
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,KEBON KOSONG,60-64,Laki-laki,704
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,KEBON KOSONG,65-69,Laki-laki,373
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,KEBON KOSONG,70-74,Laki-laki,244
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,KEBON KOSONG,75+,Laki-laki,211
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,00-04,Laki-laki,1148
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,05-09,Laki-laki,1219
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,01-10,Laki-laki,1244
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,15-19,Laki-laki,1184
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,20-24,Laki-laki,1123
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,25-29,Laki-laki,1082
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,30-34,Laki-laki,1081
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,35-39,Laki-laki,1263
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,40-44,Laki-laki,1253
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,45-49,Laki-laki,1072
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,50-54,Laki-laki,1013
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,55-59,Laki-laki,742
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,60-64,Laki-laki,508
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,65-69,Laki-laki,317
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,70-74,Laki-laki,154
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,75+,Laki-laki,132
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SERDANG,00-04,Laki-laki,1330
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SERDANG,05-09,Laki-laki,1556
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SERDANG,01-10,Laki-laki,1647
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SERDANG,15-19,Laki-laki,1644
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SERDANG,20-24,Laki-laki,1552
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SERDANG,25-29,Laki-laki,1346
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SERDANG,30-34,Laki-laki,1299
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SERDANG,35-39,Laki-laki,1394
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SERDANG,40-44,Laki-laki,1533
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SERDANG,45-49,Laki-laki,1494
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SERDANG,50-54,Laki-laki,1475
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SERDANG,55-59,Laki-laki,1036
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SERDANG,60-64,Laki-laki,580
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SERDANG,65-69,Laki-laki,363
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SERDANG,70-74,Laki-laki,205
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SERDANG,75+,Laki-laki,217
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,00-04,Laki-laki,796
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,05-09,Laki-laki,915
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,01-10,Laki-laki,969
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,15-19,Laki-laki,1031
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,20-24,Laki-laki,993
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,25-29,Laki-laki,900
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,30-34,Laki-laki,882
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,35-39,Laki-laki,991
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,40-44,Laki-laki,965
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,45-49,Laki-laki,899
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,50-54,Laki-laki,871
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,55-59,Laki-laki,672
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,60-64,Laki-laki,511
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,65-69,Laki-laki,376
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,70-74,Laki-laki,209
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,75+,Laki-laki,208
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,00-04,Laki-laki,1531
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,05-09,Laki-laki,1776
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,01-10,Laki-laki,1825
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,15-19,Laki-laki,1723
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,20-24,Laki-laki,1660
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,25-29,Laki-laki,1499
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,30-34,Laki-laki,1534
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,35-39,Laki-laki,1647
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,40-44,Laki-laki,1716
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,45-49,Laki-laki,1666
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,50-54,Laki-laki,1556
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,55-59,Laki-laki,1041
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,60-64,Laki-laki,684
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,65-69,Laki-laki,436
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,70-74,Laki-laki,227
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,75+,Laki-laki,279
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,00-04,Laki-laki,1057
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,05-09,Laki-laki,1202
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,01-10,Laki-laki,1276
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,15-19,Laki-laki,1180
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,20-24,Laki-laki,1038
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,25-29,Laki-laki,976
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,30-34,Laki-laki,1000
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,35-39,Laki-laki,1187
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,40-44,Laki-laki,1289
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,45-49,Laki-laki,1218
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,50-54,Laki-laki,980
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,55-59,Laki-laki,676
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,60-64,Laki-laki,460
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,65-69,Laki-laki,348
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,70-74,Laki-laki,196
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,75+,Laki-laki,242
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,UTAN PANJANG,00-04,Laki-laki,1470
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,UTAN PANJANG,05-09,Laki-laki,1718
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,UTAN PANJANG,01-10,Laki-laki,1581
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,UTAN PANJANG,15-19,Laki-laki,1607
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,UTAN PANJANG,20-24,Laki-laki,1541
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,UTAN PANJANG,25-29,Laki-laki,1442
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,UTAN PANJANG,30-34,Laki-laki,1474
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,UTAN PANJANG,35-39,Laki-laki,1676
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,UTAN PANJANG,40-44,Laki-laki,1559
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,UTAN PANJANG,45-49,Laki-laki,1409
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,UTAN PANJANG,50-54,Laki-laki,1271
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,UTAN PANJANG,55-59,Laki-laki,927
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,UTAN PANJANG,60-64,Laki-laki,670
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,UTAN PANJANG,65-69,Laki-laki,415
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,UTAN PANJANG,70-74,Laki-laki,166
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,UTAN PANJANG,75+,Laki-laki,157
2021,DKI Jakarta,JAKARTA PUSAT,S E N E N,SENEN,00-04,Laki-laki,280
2021,DKI Jakarta,JAKARTA PUSAT,S E N E N,SENEN,05-09,Laki-laki,341
2021,DKI Jakarta,JAKARTA PUSAT,S E N E N,SENEN,01-10,Laki-laki,373
2021,DKI Jakarta,JAKARTA PUSAT,S E N E N,SENEN,15-19,Laki-laki,345
2021,DKI Jakarta,JAKARTA PUSAT,S E N E N,SENEN,20-24,Laki-laki,290
2021,DKI Jakarta,JAKARTA PUSAT,S E N E N,SENEN,25-29,Laki-laki,347
2021,DKI Jakarta,JAKARTA PUSAT,S E N E N,SENEN,30-34,Laki-laki,340
2021,DKI Jakarta,JAKARTA PUSAT,S E N E N,SENEN,35-39,Laki-laki,419
2021,DKI Jakarta,JAKARTA PUSAT,S E N E N,SENEN,40-44,Laki-laki,389
2021,DKI Jakarta,JAKARTA PUSAT,S E N E N,SENEN,45-49,Laki-laki,315
2021,DKI Jakarta,JAKARTA PUSAT,S E N E N,SENEN,50-54,Laki-laki,264
2021,DKI Jakarta,JAKARTA PUSAT,S E N E N,SENEN,55-59,Laki-laki,219
2021,DKI Jakarta,JAKARTA PUSAT,S E N E N,SENEN,60-64,Laki-laki,182
2021,DKI Jakarta,JAKARTA PUSAT,S E N E N,SENEN,65-69,Laki-laki,120
2021,DKI Jakarta,JAKARTA PUSAT,S E N E N,SENEN,70-74,Laki-laki,68
2021,DKI Jakarta,JAKARTA PUSAT,S E N E N,SENEN,75+,Laki-laki,50
2021,DKI Jakarta,JAKARTA PUSAT,S E N E N,KENARI,00-04,Laki-laki,384
2021,DKI Jakarta,JAKARTA PUSAT,S E N E N,KENARI,05-09,Laki-laki,395
2021,DKI Jakarta,JAKARTA PUSAT,S E N E N,KENARI,01-10,Laki-laki,443
2021,DKI Jakarta,JAKARTA PUSAT,S E N E N,KENARI,15-19,Laki-laki,443
2021,DKI Jakarta,JAKARTA PUSAT,S E N E N,KENARI,20-24,Laki-laki,433
2021,DKI Jakarta,JAKARTA PUSAT,S E N E N,KENARI,25-29,Laki-laki,466
2021,DKI Jakarta,JAKARTA PUSAT,S E N E N,KENARI,30-34,Laki-laki,483
2021,DKI Jakarta,JAKARTA PUSAT,S E N E N,KENARI,35-39,Laki-laki,528
2021,DKI Jakarta,JAKARTA PUSAT,S E N E N,KENARI,40-44,Laki-laki,481
2021,DKI Jakarta,JAKARTA PUSAT,S E N E N,KENARI,45-49,Laki-laki,420
2021,DKI Jakarta,JAKARTA PUSAT,S E N E N,KENARI,50-54,Laki-laki,385
2021,DKI Jakarta,JAKARTA PUSAT,S E N E N,KENARI,55-59,Laki-laki,378
2021,DKI Jakarta,JAKARTA PUSAT,S E N E N,KENARI,60-64,Laki-laki,254
2021,DKI Jakarta,JAKARTA PUSAT,S E N E N,KENARI,65-69,Laki-laki,190
2021,DKI Jakarta,JAKARTA PUSAT,S E N E N,KENARI,70-74,Laki-laki,98
2021,DKI Jakarta,JAKARTA PUSAT,S E N E N,KENARI,75+,Laki-laki,86
2021,DKI Jakarta,JAKARTA PUSAT,S E N E N,PASEBAN,00-04,Laki-laki,1093
2021,DKI Jakarta,JAKARTA PUSAT,S E N E N,PASEBAN,05-09,Laki-laki,1240
2021,DKI Jakarta,JAKARTA PUSAT,S E N E N,PASEBAN,01-10,Laki-laki,1197
2021,DKI Jakarta,JAKARTA PUSAT,S E N E N,PASEBAN,15-19,Laki-laki,1099
2021,DKI Jakarta,JAKARTA PUSAT,S E N E N,PASEBAN,20-24,Laki-laki,1100
2021,DKI Jakarta,JAKARTA PUSAT,S E N E N,PASEBAN,25-29,Laki-laki,1166
2021,DKI Jakarta,JAKARTA PUSAT,S E N E N,PASEBAN,30-34,Laki-laki,1186
2021,DKI Jakarta,JAKARTA PUSAT,S E N E N,PASEBAN,35-39,Laki-laki,1281
2021,DKI Jakarta,JAKARTA PUSAT,S E N E N,PASEBAN,40-44,Laki-laki,1170
2021,DKI Jakarta,JAKARTA PUSAT,S E N E N,PASEBAN,45-49,Laki-laki,1094
2021,DKI Jakarta,JAKARTA PUSAT,S E N E N,PASEBAN,50-54,Laki-laki,965
2021,DKI Jakarta,JAKARTA PUSAT,S E N E N,PASEBAN,55-59,Laki-laki,849
2021,DKI Jakarta,JAKARTA PUSAT,S E N E N,PASEBAN,60-64,Laki-laki,596
2021,DKI Jakarta,JAKARTA PUSAT,S E N E N,PASEBAN,65-69,Laki-laki,418
2021,DKI Jakarta,JAKARTA PUSAT,S E N E N,PASEBAN,70-74,Laki-laki,221
2021,DKI Jakarta,JAKARTA PUSAT,S E N E N,PASEBAN,75+,Laki-laki,166
2021,DKI Jakarta,JAKARTA PUSAT,S E N E N,KRAMAT,00-04,Laki-laki,1278
2021,DKI Jakarta,JAKARTA PUSAT,S E N E N,KRAMAT,05-09,Laki-laki,1472
2021,DKI Jakarta,JAKARTA PUSAT,S E N E N,KRAMAT,01-10,Laki-laki,1575
2021,DKI Jakarta,JAKARTA PUSAT,S E N E N,KRAMAT,15-19,Laki-laki,1474
2021,DKI Jakarta,JAKARTA PUSAT,S E N E N,KRAMAT,20-24,Laki-laki,1543
2021,DKI Jakarta,JAKARTA PUSAT,S E N E N,KRAMAT,25-29,Laki-laki,1460
2021,DKI Jakarta,JAKARTA PUSAT,S E N E N,KRAMAT,30-34,Laki-laki,1406
2021,DKI Jakarta,JAKARTA PUSAT,S E N E N,KRAMAT,35-39,Laki-laki,1737
2021,DKI Jakarta,JAKARTA PUSAT,S E N E N,KRAMAT,40-44,Laki-laki,1520
2021,DKI Jakarta,JAKARTA PUSAT,S E N E N,KRAMAT,45-49,Laki-laki,1284
2021,DKI Jakarta,JAKARTA PUSAT,S E N E N,KRAMAT,50-54,Laki-laki,1250
2021,DKI Jakarta,JAKARTA PUSAT,S E N E N,KRAMAT,55-59,Laki-laki,1024
2021,DKI Jakarta,JAKARTA PUSAT,S E N E N,KRAMAT,60-64,Laki-laki,742
2021,DKI Jakarta,JAKARTA PUSAT,S E N E N,KRAMAT,65-69,Laki-laki,436
2021,DKI Jakarta,JAKARTA PUSAT,S E N E N,KRAMAT,70-74,Laki-laki,240
2021,DKI Jakarta,JAKARTA PUSAT,S E N E N,KRAMAT,75+,Laki-laki,232
2021,DKI Jakarta,JAKARTA PUSAT,S E N E N,KWITANG,00-04,Laki-laki,692
2021,DKI Jakarta,JAKARTA PUSAT,S E N E N,KWITANG,05-09,Laki-laki,820
2021,DKI Jakarta,JAKARTA PUSAT,S E N E N,KWITANG,01-10,Laki-laki,794
2021,DKI Jakarta,JAKARTA PUSAT,S E N E N,KWITANG,15-19,Laki-laki,789
